api_unii,api_smiles,dose_mg,denominator_unit,route,primary_dosage_form,inactive_ingredients
V92SO9WP2I,C[N+]1(C)CC[C@@H](C1)OC(=O)[C@](c2ccccc2)(C3CCCC3)O.[Br-],1.0,mL,ORAL,SOLUTION,"[{""name"": ""METHYLPARABEN"", ""unii"": ""A2I8C7HI9T""}]"
6CW7F3G59X,C1CCC(CC1)(CC(=O)O)CN,100.0,1,ORAL,CAPSULE,"[{""name"": ""MANNITOL"", ""unii"": ""3OWL53L36A""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""GELATIN"", ""unii"": ""2G86QN327L""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""SHELLAC"", ""unii"": ""46N107B71O""}, {""name"": ""ISOPROPYL ALCOHOL"", ""unii"": ""ND2M416302""}, {""name"": ""BUTYL ALCOHOL"", ""unii"": ""8PJ61P6TS3""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""AMMONIA"", ""unii"": ""5138Q19F1X""}, {""name"": ""FERROSOFERRIC OXIDE"", ""unii"": ""XM0M87F357""}, {""name"": ""POTASSIUM HYDROXIDE"", ""unii"": ""WZH3C48M4T""}]"
4E07GXB7AU,C[C@@H]1C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@H]1C(=O)CO)O)F,2.5,g,TOPICAL,OINTMENT,"[{""name"": ""MEDIUM-CHAIN TRIGLYCERIDES"", ""unii"": ""C9H2L21V7U""}, {""name"": ""PETROLATUM"", ""unii"": ""4T6H12BN9U""}]"
IR84JPZ1RK,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(C[C@@]2([H])N(C)C1)c[nH]4.C(=C/C(=O)O)/C(=O)O,0.2,1,ORAL,TABLET,"[{""name"": ""ACACIA"", ""unii"": ""5C5403N26O""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""GELATIN, UNSPECIFIED"", ""unii"": ""2G86QN327L""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""METHYLPARABEN"", ""unii"": ""A2I8C7HI9T""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POVIDONE, UNSPECIFIED"", ""unii"": ""FZ989GH94E""}, {""name"": ""PROPYLPARABEN"", ""unii"": ""Z8IX2SC1OH""}, {""name"": ""STEARIC ACID"", ""unii"": ""4ELV7Z65AP""}, {""name"": ""TARTARIC ACID"", ""unii"": ""W4888I119H""}]"
73K4184T59,C[C@@H]1[C@H]([C@H](C[C@@]([H])(O1)O[C@@H]2[C@@H](C)O[C@]([H])(C[C@@H]2O)O[C@@H]3[C@@H](C)O[C@]([H])(C[C@@H]3O)O[C@H]4CC[C@@]5(C)[C@]([H])(CC[C@]6([H])[C@]5([H])C[C@H]([C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)O)C4)O)O,0.25,mL,INTRAVENOUS,INJECTION,"[{""name"": ""ALCOHOL"", ""unii"": ""3K9958V90M""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"", ""unii"": ""22ADO53M6F""}, {""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}]"
L960UP2KRW,CN1CC[C@@]23[C@@]4([H])CCC(=O)[C@]2([H])Oc5c(ccc(C[C@H]41)c53)O.Cl,10.0,mL,INTRAMUSCULAR,"INJECTION, SOLUTION","[{""name"": ""SODIUM CITRATE, UNSPECIFIED FORM"", ""unii"": ""1Q73Q2JULR""}, {""name"": ""CITRIC ACID MONOHYDRATE"", ""unii"": ""2968PHW8QP""}]"
W9WZN9A0GM,c1ccc(cc1)C(=O)OOC(=O)c2ccccc2,30.0,g,TOPICAL,CREAM,"[{""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}, {""name"": ""BUTYLATED HYDROXYTOLUENE"", ""unii"": ""1P9D0Z171K""}, {""name"": ""CARBOMER HOMOPOLYMER TYPE C (ALLYL PENTAERYTHRITOL CROSSLINKED)"", ""unii"": ""4Q93RCW27E""}, {""name"": ""CETRIMONIUM CHLORIDE"", ""unii"": ""UC9PE95IBP""}, {""name"": ""CETYL ALCOHOL"", ""unii"": ""936JST6JCN""}, {""name"": ""CYCLOMETHICONE"", ""unii"": ""NMQ347994Z""}, {""name"": ""EDETATE DISODIUM"", ""unii"": ""7FLD91C86K""}, {""name"": ""GLYCERIN"", ""unii"": ""PDC6A3C0OX""}, {""name"": ""HYDROCHLORIC ACID"", ""unii"": ""QTT17582CB""}, {""name"": ""IMIDUREA"", ""unii"": ""M629807ATL""}, {""name"": ""LACTIC ACID, L-"", ""unii"": ""F9S9FFU82N""}, {""name"": ""POLYOXYL 100 STEARATE TYPE I"", ""unii"": ""TQ9XS676NN""}, {""name"": ""GLYCERYL MONO- AND DIPALMITOSTEARATE"", ""unii"": ""KC98RO82HJ""}, {""name"": ""POLYQUATERNIUM-7 (70/30 ACRYLAMIDE/DADMAC; 1600000 MW)"", ""unii"": ""0L414VCS5Y""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""Sodium Hydroxide"", ""unii"": ""55X04QC32I""}, {""name"": ""SQUALANE"", ""unii"": ""GW89575KF9""}, {""name"": ""TETRAETHYL SILICATE"", ""unii"": ""42064KRE49""}, {""name"": ""WHITE WAX"", ""unii"": ""7G1J5DA97F""}]"
OL961R6O2C,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C,2.5,1,ORAL,"TABLET, FILM COATED","[{""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""HYDROXYPROPYL CELLULOSE (110000 WAMW)"", ""unii"": ""5Y0974F5PW""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""HYPROMELLOSE 2208 (100 MPA.S)"", ""unii"": ""B1QE5P712K""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""BUTYLATED HYDROXYANISOLE"", ""unii"": ""REK4960K2U""}, {""name"": ""ANHYDROUS DIBASIC CALCIUM PHOSPHATE"", ""unii"": ""L11K75P92J""}, {""name"": ""POLYETHYLENE GLYCOL 1000"", ""unii"": ""U076Q6Q621""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}]"
451W47IQ8X,[Cl-].[Na+],900.0,mL,INTRAVENOUS,INJECTION,"[{""name"": ""WATER"", ""unii"": ""059QF0KO0R""}]"
VB0R961HZT,C[C@@]12C=CC(=O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@](C(=O)CO)([C@@]4(C)CC(=O)[C@@]31[H])O,20.0,1,ORAL,TABLET,"[{""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}]"
WY6W63843K,Cc1ccc(cc1)-c2c(CC(=O)N(C)C)n3cc(C)ccc3n2.Cc1ccc(cc1)-c2c(CC(=O)N(C)C)n3cc(C)ccc3n2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,6.25,1,ORAL,"TABLET, EXTENDED RELEASE",[]
11SV1951MR,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC.Cl,0.4,1,ORAL,CAPSULE,"[{""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}, {""name"": ""METHACRYLIC ACID"", ""unii"": ""1CS02G8656""}, {""name"": ""TRIACETIN"", ""unii"": ""XHX3C3X673""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""CALCIUM STEARATE"", ""unii"": ""776XM7047L""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""GELATIN, UNSPECIFIED"", ""unii"": ""2G86QN327L""}, {""name"": ""SHELLAC"", ""unii"": ""46N107B71O""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""FERROSOFERRIC OXIDE"", ""unii"": ""XM0M87F357""}, {""name"": ""POTASSIUM HYDROXIDE"", ""unii"": ""WZH3C48M4T""}]"
W9WZN9A0GM,c1ccc(cc1)C(=O)OOC(=O)c2ccccc2,25.0,g,TOPICAL,GEL,"[{""name"": ""WATER"", ""unii"": ""059QF0KO0R""}, {""name"": ""CARBOMER HOMOPOLYMER TYPE C"", ""unii"": ""4Q93RCW27E""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""POTASSIUM HYDROXIDE"", ""unii"": ""WZH3C48M4T""}]"
17ERJ0MKGI,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c2ccccc2)NC(=O)CCC(=O)O,24.0,1,ORAL,TABLET,"[{""name"": ""CROSPOVIDONE"", ""unii"": ""2S7830E561""}, {""name"": ""LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE (11% HYDROXYPROPYL; 130000 MW)"", ""unii"": ""7773C1ROEU""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MICROCRYSTALLINE CELLULOSE 112"", ""unii"": ""X7XJ6RM9Q2""}, {""name"": ""POVIDONE K30"", ""unii"": ""U725QWY32X""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""HYPROMELLOSE 2910 (6 MPA.S)"", ""unii"": ""0WZ8WG20P6""}, {""name"": ""FERROSOFERRIC OXIDE"", ""unii"": ""XM0M87F357""}, {""name"": ""POLYETHYLENE GLYCOL 4000"", ""unii"": ""4R4HFI6D95""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}]"
X6Q56QN5QC,C(=O)(N)NO,500.0,1,ORAL,CAPSULE,"[{""name"": ""CITRIC ACID MONOHYDRATE"", ""unii"": ""2968PHW8QP""}, {""name"": ""GELATIN, UNSPECIFIED"", ""unii"": ""2G86QN327L""}, {""name"": ""LACTOSE, UNSPECIFIED FORM"", ""unii"": ""J2B2A4N98G""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""SODIUM PHOSPHATE"", ""unii"": ""SE337SVY37""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""D&C RED NO. 28"", ""unii"": ""767IP0Y5NH""}]"
3M8608UQ61,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2C=C[C@H](C)[C@H](CC[C@H](C[C@H](CC(=O)[O-])O)O)[C@]21[H])O.[Na+],80.0,1,ORAL,TABLET,"[{""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}]"
V9EFU16ZIF,C[C@@]12CCC(=O)C=C2CC[C@]3([H])[C@]1([H])CC[C@@]4(C)[C@@]3([H])CC[C@]4(C)O,10.0,1,ORAL,CAPSULE,"[{""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""GELATIN"", ""unii"": ""2G86QN327L""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""FERROSOFERRIC OXIDE"", ""unii"": ""XM0M87F357""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""SHELLAC"", ""unii"": ""46N107B71O""}]"
W76I6XXF06,c1cc(c(c(c1)Cl)NC2=NCCN2)Cl.Cl,0.2,1,ORAL,TABLET,"[{""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""ANHYDROUS DIBASIC CALCIUM PHOSPHATE"", ""unii"": ""L11K75P92J""}, {""name"": ""HYDROXYPROPYL CELLULOSE, UNSPECIFIED"", ""unii"": ""9XZ8H6N6OH""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}]"
Q40Q9N063P,CC(=O)O,20.75,mL,AURICULAR (OTIC),SOLUTION,"[{""name"": ""BENZETHONIUM CHLORIDE"", ""unii"": ""PH41D05744""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""PROPYLENE GLYCOL DIACETATE"", ""unii"": ""5Z492UNF9O""}, {""name"": ""SODIUM ACETATE"", ""unii"": ""4550K0SC9B""}, {""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}]"
7Z6522T8N9,CCCCCCC(=O)O[C@H]1CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,200.0,mL,INTRAMUSCULAR,"INJECTION, SOLUTION","[{""name"": ""SESAME OIL"", ""unii"": ""QX10HYY4QV""}, {""name"": ""CHLOROBUTANOL"", ""unii"": ""HM4YQM8WRC""}]"
3ST302B24A,CCCCc1nc(c(CO)n1Cc2ccc(cc2)-c3ccccc3-c4[n-]nnn4)Cl.[K+],100.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE, UNSPECIFIED"", ""unii"": ""2165RE0K14""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""HYDROXYPROPYL CELLULOSE (1600000 WAMW)"", ""unii"": ""RFW2ET671P""}, {""name"": ""HYPROMELLOSE 2910 (6 MPA.S)"", ""unii"": ""0WZ8WG20P6""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}]"
73K4184T59,C[C@@H]1[C@H]([C@H](C[C@@]([H])(O1)O[C@@H]2[C@@H](C)O[C@]([H])(C[C@@H]2O)O[C@@H]3[C@@H](C)O[C@]([H])(C[C@@H]3O)O[C@H]4CC[C@@]5(C)[C@]([H])(CC[C@]6([H])[C@]5([H])C[C@H]([C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)O)C4)O)O,0.05,mL,ORAL,SOLUTION,"[{""name"": ""ALCOHOL"", ""unii"": ""3K9958V90M""}, {""name"": ""GLYCERIN"", ""unii"": ""PDC6A3C0OX""}, {""name"": ""LIME (CITRUS)"", ""unii"": ""8CZS546954""}, {""name"": ""METHYLPARABEN"", ""unii"": ""A2I8C7HI9T""}, {""name"": ""PROPYLPARABEN"", ""unii"": ""Z8IX2SC1OH""}, {""name"": ""SORBITOL"", ""unii"": ""506T60A25R""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}, {""name"": ""ANHYDROUS TRISODIUM CITRATE"", ""unii"": ""RS7A450LGA""}]"
BDF1O1C72E,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,100000.0,mL,ORAL,SUSPENSION,"[{""name"": ""ALCOHOL"", ""unii"": ""3K9958V90M""}, {""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""GLYCERIN"", ""unii"": ""PDC6A3C0OX""}, {""name"": ""METHYLPARABEN"", ""unii"": ""A2I8C7HI9T""}, {""name"": ""POTASSIUM PHOSPHATE, DIBASIC"", ""unii"": ""CI71S98N1Z""}, {""name"": ""PROPYLENE GLYCOL"", ""unii"": ""6DC9Q167V3""}, {""name"": ""PROPYLPARABEN"", ""unii"": ""Z8IX2SC1OH""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}, {""name"": ""SUCROSE"", ""unii"": ""C151H8M554""}, {""name"": ""MAGNESIUM ALUMINUM SILICATE"", ""unii"": ""6M3P64V0NC""}]"
229809935B,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2.Cl,5.0,mL,ORAL,SOLUTION,"[{""name"": ""ALCOHOL"", ""unii"": ""3K9958V90M""}, {""name"": ""BENZOIC ACID"", ""unii"": ""8SKN0B0MIM""}, {""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}, {""name"": ""GLYCERIN"", ""unii"": ""PDC6A3C0OX""}, {""name"": ""SORBITOL"", ""unii"": ""506T60A25R""}, {""name"": ""WATER"", ""unii"": ""059QF0KO0R""}]"
U8HTX2GK8J,C(CCN1CCN(CC1)c2ccc3c(c2)cc(C(=O)N)o3)Cc4c[nH]c5ccc(cc45)C#N.Cl,10.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""CELLULOSE, MICROCRYSTALLINE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POLYETHYLENE GLYCOL 3350"", ""unii"": ""G2M7P15E5P""}, {""name"": ""POLYVINYL ALCOHOL, UNSPECIFIED"", ""unii"": ""532B59J990""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""HEMATITE"", ""unii"": ""1K09F3G675""}, {""name"": ""FERRIC OXIDE YELLOW"", ""unii"": ""EX438O2MRT""}, {""name"": ""FD&C BLUE NO. 2--ALUMINUM LAKE"", ""unii"": ""4AQJ3LG584""}]"
0VE05JYS2P,CN(C)CCC=C1c2ccccc2C=Cc3ccccc31.Cl,30.0,1,ORAL,"CAPSULE, EXTENDED RELEASE","[{""name"": ""DIETHYL PHTHALATE"", ""unii"": ""UF064M00AF""}, {""name"": ""ETHYLCELLULOSE (10 MPA.S)"", ""unii"": ""3DYK7UYZ62""}, {""name"": ""GELATIN, UNSPECIFIED"", ""unii"": ""2G86QN327L""}, {""name"": ""HYPROMELLOSE 2910 (6 MPA.S)"", ""unii"": ""0WZ8WG20P6""}, {""name"": ""POLYETHYLENE GLYCOL 400"", ""unii"": ""B697894SGQ""}, {""name"": ""POLYETHYLENE GLYCOL 8000"", ""unii"": ""Q662QK8M3B""}, {""name"": ""SUCROSE"", ""unii"": ""C151H8M554""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}, {""name"": ""FD&C BLUE NO. 2"", ""unii"": ""L06K8R7DQK""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""FD&C YELLOW NO. 6"", ""unii"": ""H77VEI93A8""}]"
R61ZEH7I1I,CC(CN1c2ccccc2Sc3ccccc31)N(C)C.Cl,6.25,mL,ORAL,SYRUP,"[{""name"": ""WATER"", ""unii"": ""059QF0KO0R""}, {""name"": ""Trisodium Citrate Dihydrate"", ""unii"": ""B22547B95K""}, {""name"": ""EDETATE DISODIUM"", ""unii"": ""7FLD91C86K""}, {""name"": ""SODIUM BENZOATE"", ""unii"": ""OJ245FE5EU""}, {""name"": ""SACCHARIN SODIUM"", ""unii"": ""SB8ZUX40TY""}, {""name"": ""SODIUM PROPIONATE"", ""unii"": ""DK6Y9P42IN""}, {""name"": ""ASCORBIC ACID"", ""unii"": ""PQ6CK8PD0R""}, {""name"": ""Anhydrous Citric Acid"", ""unii"": ""XF417D3PSL""}, {""name"": ""SUCROSE"", ""unii"": ""C151H8M554""}, {""name"": ""GLYCERIN"", ""unii"": ""PDC6A3C0OX""}, {""name"": ""ALCOHOL"", ""unii"": ""3K9958V90M""}, {""name"": ""METHYLPARABEN"", ""unii"": ""A2I8C7HI9T""}, {""name"": ""FD&C RED NO. 40"", ""unii"": ""WZB9127XOA""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}]"
3M8608UQ61,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2C=C[C@H](C)[C@H](CC[C@H](C[C@H](CC(=O)[O-])O)O)[C@]21[H])O.[Na+],40.0,1,ORAL,TABLET,"[{""name"": ""ANHYDROUS DIBASIC CALCIUM PHOSPHATE"", ""unii"": ""L11K75P92J""}, {""name"": ""CROSCARMELLOSE SODIUM"", ""unii"": ""M28OL1HH48""}, {""name"": ""CROSPOVIDONE"", ""unii"": ""68401960MK""}, {""name"": ""ANHYDROUS LACTOSE"", ""unii"": ""3SY5LH9PMK""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""POVIDONE K30"", ""unii"": ""U725QWY32X""}, {""name"": ""SODIUM STEARYL FUMARATE"", ""unii"": ""7CV7WJK4UI""}, {""name"": ""FD&C BLUE NO. 1"", ""unii"": ""H3R47K3TBD""}, {""name"": ""D&C YELLOW NO. 10"", ""unii"": ""35SW5USQ3G""}]"
W5S57Y3A5L,CC(C)NCC(COc1ccc(cc1)CCOC)O.CC(C)NCC(COc1ccc(cc1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,25.0,1,ORAL,"TABLET, FILM COATED","[{""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""STARCH, CORN"", ""unii"": ""O8232NY3SJ""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}, {""name"": ""SILICON DIOXIDE"", ""unii"": ""ETJ7Z6XBU4""}, {""name"": ""SODIUM LAURYL SULFATE"", ""unii"": ""368GB5141J""}, {""name"": ""TALC"", ""unii"": ""7SEV7J4R1U""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""HYPROMELLOSE 2910 (6 MPA.S)"", ""unii"": ""0WZ8WG20P6""}, {""name"": ""TITANIUM DIOXIDE"", ""unii"": ""15FIX9V2JP""}, {""name"": ""POLYETHYLENE GLYCOL 400"", ""unii"": ""B697894SGQ""}, {""name"": ""polysorbate 80"", ""unii"": ""6OZP39ZG8H""}]"
F8A3652H1V,CC(C)NCC(COc1cccc2ccccc21)O.Cl,40.0,1,ORAL,TABLET,"[{""name"": ""ANHYDROUS LACTOSE"", ""unii"": ""3SY5LH9PMK""}, {""name"": ""MAGNESIUM STEARATE"", ""unii"": ""70097M6I30""}, {""name"": ""MICROCRYSTALLINE CELLULOSE"", ""unii"": ""OP1R32D61U""}, {""name"": ""SODIUM STARCH GLYCOLATE TYPE A POTATO"", ""unii"": ""5856J3G2A2""}, {""name"": ""D&C YELLOW NO. 10 ALUMINUM LAKE"", ""unii"": ""CQ3XH3DET6""}, {""name"": ""FD&C BLUE NO. 1 ALUMINUM LAKE"", ""unii"": ""J9EQA3S2JM""}]"
JS86977WNV,C[C@@H]1C[C@@]2([H])[C@]3([H])C[C@@H](C4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@]1(C(=O)SCF)OC(=O)c5ccco5)O)F)F,50.0,1,RESPIRATORY (INHALATION),POWDER,"[{""name"": ""LACTOSE MONOHYDRATE"", ""unii"": ""EWQ57Q8I5X""}]"
